,Contracted with VSS? (1=yes; 2=no),Facility level (Trung ương=central; tỉnh=provincial; huyện=district),Facility name-VN,Name_English,Facility type-VN,Type_name,Sectoral (1:health sector; 2:other sector;3:private sector),address,longitude,latitude,phone,hyperlink,pro_name_e,dist_name_e
75,1,tỉnh,Bệnh viện Trưng Vương (Tiền thân là Bệnh viện Cấp Cứu Trưng Vương),Trung Vuong Hospital (formerly the Trung Vuong Emergency care Hospital),bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"266 Lý Thường Kiệt, Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",106.65854905,10.77011254,(028) 3864 2750,,Ho Chi Minh City,District 10
76,1,,Bệnh viện Đại Học Y Dược TPHCM - CS1,University Medical Center HCMC-Branch 1,bệnh viện đại học/học viện/cao đẳng,University/academy/college hospital,1.0,"215 Hong Bàng,Hong Bàng, Phường 11, Quận 5, Hồ Chí Minh",106.66433369,10.75553707,(028) 3855 4269,http://www.bvdaihoc.com.vn/,Ho Chi Minh City,District 5
77,1,tỉnh,Bệnh viện Nguyễn Trí Phương,Nguyen Tri Phuong Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"468 Nguyen Trãi, Nguyen Trãi, Phường 8, Quận 5, Hồ Chí Minh",106.67000956,10.75478539,(028) 3923 4332,http://www.bvnguyentriphuong.org/bvntp/,Ho Chi Minh City,District 5
78,1,tỉnh,Bệnh viện An Bình,An Binh Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"146 Trần Phu,Nguyen Trãi, Phường 7, Quận 5, Hồ Chí Minh",106.67149331,10.75450117,(028) 5405 2844,http://www.benhvienanbinh.vn/,Ho Chi Minh City,District 5
79,1,trung ương,Bệnh viện Chợ Rẫy,Cho Ray Hospital,bệnh viện đa khoa trung ương,Central general hospital,1.0,"201B Nguyen Chí Thanh, Quận 5, TP.HCM",106.65921179,10.75669547,(028) 3855 4137,http://choray.vn/,Ho Chi Minh City,District 5
80,1,tỉnh,Bệnh viện Nguyễn Trãi,Nguyen Trai Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"314 Nguyen Trãi, Nguyen Trãi, Phường 8, Quận 5, Hồ Chí Minh",106.67485131,10.75646116,(028) 3923 5926,,Ho Chi Minh City,District 5
81,1,,Bệnh viện 7A - Quân khu 7,Hospital 7A - Quân khu 7,bệnh viện đa khoa ngành,Sectoral general hospital ,2.0,"466 Nguyen Trãi, Nguyen Trãi, Phường 8, Quận 5, Hồ Chí Minh",106.67101809,10.75496861,(028) 3923 7801,,Ho Chi Minh City,District 5
82,1,tỉnh,Bệnh viện Quốc tế City (Tiên thần là BV QT Thành Đô),City International Hospital (CIH),bệnh viện đa khoa tư nhân,Private general hospital,3.0,"Số 3, Đường 17A, P.Bình Trị Đông B, Q. Bình Tân, TP. Hồ Chí Minh",106.609518,10.741662,(028) 6280 3333,https://cih.com.vn,Ho Chi Minh City,Binh Tan District
83,1,huyện,Bệnh viện Gia An 115 (PPP - BV Nhân Dân 115),Gia An 115 Hospital  (PPP with BV Nhan Dan 115),PPP,PPP,,"Số 05, Đường 17A, Khu phố 11, P. Bình Trị Đông B, Q. Bình Tân, TP. HCM",106.607766,10.740592,(028) 6288 5886,http://www.giaan115.com/,Ho Chi Minh City,Binh Tan District
84,1,tỉnh,Bệnh viện Triều An,Trieu An Hospital,bệnh viện đa khoa tư nhân,Private general hospital,3.0," 425 Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp.Hồ Chí Minh",106.61686521,10.73972549,(028) 3750 9999,http://www.trieuanhospital.vn/vn/,Ho Chi Minh City,Binh Tan District
85,1,tỉnh,Bệnh viện Tim Tâm Đức,Tam Duc Heart Hospital,bệnh viện chuyên khoa tư nhân,private specialized hospital ,3.0,"4 Nguyễn Lương Bằng, phường Tân Phú, quận 7, TP.Hồ Chí Minh",106.717855,10.733657,(028) 5411 0025,,Ho Chi Minh City,District 7
86,1,huyện,Bệnh viện đa khoa Xuyên Á (BVXA) TPHCM,Xuyen A General Hospital (BVXA-HCMC),bệnh viện đa khoa tư nhân,Private general hospital,3.0,"42, Quốc lộ 22, Ấp Chợ, Xã Tân Phú Trung,Huyện Củ Chi, TP. HCM",106.558001695,10.927439431,(028) 3796 6115,http://bvxuyena.com.vn/,Ho Chi Minh City,Cu Chi District
87,1,huyện,Bệnh viện Đa khoa Khu vực Củ Chi,Cu Chi Regional General Hospital,bệnh viện đa khoa khu vực,regional general hospital,1.0,"Ấp Bàu Tre 2, Nguyen Văn Hoài, Xã Tân An Hội, huyện Củ Chi, Hồ Chí Minh",106.4769487,10.9754224,(028) 3892 0583,https://bvdkkvcuchi.vn/,Ho Chi Minh City,Cu Chi District
88,1,tỉnh,Bệnh viện đa khoa khu vực Hóc Môn,Hoc Mon Regional General Hospital,bệnh viện đa khoa khu vực,regional general hospital,1.0,"65/2B Bà Triệu, Bà Triệu, Thi tran Hóc Môn, Huyen Hóc Môn, Hồ Chí Minh",106.593367947,10.88260871,967811010,,Ho Chi Minh City,Hoc Mon
89,1,,Bệnh viện Quân y 120,120 Military Hospital,bệnh viện đa khoa ngành,Sectoral general hospital ,2.0,"518 Nguyen Thị Thập, Nguyen Thị Thập, Phường 6, thành phố Mỹ Tho, Tiền Giang",106.337686209,10.357577451,733873489,https://www.benhvienquany120.vn/,Tien Giang,My Tho City'
90,1,tỉnh,Bệnh viện đa khoa Trung tâm Tiền Giang,Tien Giang Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"02 Hùng Vương, Phường 1, Mỹ Tho, Tiền Giang",106.36426666,10.35506309,733872363,http://www.benhvientiengiang.com.vn/en,Tien Giang,My Tho City'
91,1,tỉnh,Bệnh viện đa khoa Nguyễn Đình Chiểu,Nguyen Dinh Chieu Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"109 Đoàn Hoang Minh, Đoàn Hoang Minh, Phường 5, thành phố Bến Tre, Bến Tre",106.367252822,10.238598401,965231919,,Ben Tre,Ben Tre City
92,1,tỉnh,Bệnh viện đa khoa Vĩnh Long,Vinh Long Provincial General Hopsital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"301 Trần Phu, Trần Phu, Phường 4, thành phố Vinh Long, Vinh Long",105.988844695,10.231873142,703823520,http://www.bvdktinh.vinhlong.gov.vn/,Vinh Long,Vinh Long City
93,1,huyện,Bệnh viên đa khoa Xuyên Á (BVXA)-Vĩnh Long,Xuyen A General Hospital (BVXA)-Vinh Long,bệnh viện đa khoa tư nhân,Private General Hospital,3.0,"Số 68E đường Phạm Hùng, Tổ 69 khóm 2, phường 9, thành phố Vĩnh Long, tỉnh Vĩnh Long",105.940614,10.26109,083 9999 910,http://bvxuyena.com.vn/bvxa-vinh-long,Vinh Long,Vinh Long City
94,1,tỉnh,"Bệnh viện Đa khoa Đồng Tháp
",Dong Thap Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"144 Mai Văn Khải, Mai Văn Khải, Xã Mỹ Trà, thành phố Cao Lãnh, Đồng Tháp",105.626463938,10.472275945,673851130,http://www.bvdkdongthap.vn/,Dong Thap,Cao Lanh City 
95,1,tỉnh,Bệnh viện đa khoa Trung tâm An Giang,An Giang Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"60 Ung Van Khiem, Phường Mỹ Phước, TP. Long Xuyên, An Giang",105.435833,10.370033,2963852989,https://bvag.com.vn/,An Giang,Long Xuyen City
96,1,,Bệnh viện Tim Mạch (An Giang),An Giang Cardiology Hospital,bệnh viện chuyên khoa tỉnh,Provincial specialized hospital,1.0,"8 Nguyen Du, Nguyen Du, Phường Mỹ Binh, thành phố Long XuYen, An Giang",105.43892598,10.38924297,0296 3 954 832,http://benhvientimmachangiang.vn/,An Giang,Long Xuyen City
97,1,huyện,Bệnh viện Đa khoa Khu vực Tỉnh An Giang (BVĐKKV Châu Đốc),An Giang Regional General Hospital (Chau Doc),bệnh viện đa khoa khu vực,regional general hospital,1.0,"917 Tôn Đức Thắng, Tôn Đức Thắng, Phường Vinh Mỹ, Thành phố Châu Đốc, An Giang",105.147432,10.688677,969861919,http://bvkvcd.com.vn/,An Giang,Chau Doc City
98,1,tỉnh,Bệnh viện đa khoa tỉnh Kiên Giang (1200 beds),Kien Giang Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"46 Le Lợi, Le Lợi, Phường Vinh Thanh Van, thành phố Rạch Giá, Kiên Giang",105.08376968,10.00846834,773869918,http://bvdkkiengiang.vn/,Kien Giang,Rach Gia City
99,1,trung ương,Bệnh viện đa khoa Trung ương Cần Thơ,Can Tho Central General Hospital,bệnh viện đa khoa trung ương,Central general hospital,1.0,"315 Nguyen Văn Linh P. An Khánh, Q. Ninh Kiều TP. Cần Thơ",105.755558141,10.02943305,7103820071,http://bvtwct.vn/,Can Tho,Ninh Kieu District
100,1,,Bệnh viện đa khoa quốc tế SIS Cần Thơ (Bệnh viện Đột quỵ Tim mạch Cần Thơ),Stroke International Services (SIS) Hospital - Can Tho,bệnh viện chuyên khoa tư nhân,Private specialized hospital,3.0,"397 Đường Nguyễn Văn Cừ, Phường An Bình, Quận Ninh Kiều, TP. Cần Thơ",105.737973,10.01639,02923 789 911,http://sisvietnam.vn/tong-quan-ve-sis/,Can Tho,Ninh Kieu District
101,1,tỉnh,Bệnh viện đa khoa Thành phố Cần Thơ,Can Tho Municipal General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"106 Cách Mạng Tháng 8, Cách Mạng Tháng 8, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",105.776867554,10.050769493,7103721235,http://bvcantho.vn/,Can Tho,Ninh Kieu District
102,1,huyện,Bệnh viện đa khoa tư nhân Hoàn Mỹ Cửu Long [Tập đoàn Y khoa Hoàn Mỹ],Cuu Long Hoan My Hospital (Hoan My Group),bệnh viện đa khoa tư nhân,Private General Hospital,3.0,"20 Đường Võ Nguyên Giáp,  Phường Phu Thứ, Quận Cái Răng, Tp. Cần Thơ",105.79906071,10.00508821,(0292)3917901,https://www.hoanmycuulong.com/,Can Tho,Cai Rang District
103,1,tỉnh,Bệnh viện đa khoa Tỉnh Sóc Trăng,Soc Trang Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"17 Pasteur, Pasteur, Phường 5, thành phố Sóc Trăng, Sóc Trăng",105.9802109,9.61179074,793825251,http://benhviensoctrang.vn/,Soc Trang,Soc Trang City
104,1,tỉnh,Bệnh viện đa khoa tỉnh Bạc Liêu,Bac Lieu Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1.0,"6 Nguyen Huệ, Nguyen Huệ, Phường 3, thành phố Bạc Liêu, Bạc Liêu",105.72045632,9.28425697,7813822285,http://bvdkbl.vn/,Bac Lieu,Bac Lieu City
105,1,huyện,Bệnh viện đa khoa Thanh Vũ MEDIC  (Bạc Liêu CS 1 Đường Bà Triệu),Medic General Hospital Bac Lieu-CS1 Ba Trieu Street,bệnh viện đa khoa tư nhân,Private General Hospital,3.0,"183 Bà Triệu, Phường 3, TP Bạc Liêu, Tỉnh Bạc Liêu ",105.720767,9.285167, 0291.3908888,http://medicbaclieu.webnghean.com/lich-su-hinh-thanh,Bac Lieu,Bac Lieu City
